Step number,Step name,Elapsed Time (s),Working Electrode (V),Working Electrode vs. NHE (V),Current (mA),Current Density (mA/cm≤),Cumulative Charge (mAh),Counter Electrode (V)
1_1,Constant Potential,10800,0.399285,0.399285,0.29076,0,0.948717,-1.07417
1_1,Constant Potential,10860,0.399256,0.399256,0.290133,0,0.953558,-1.07409
1_1,Constant Potential,10920,0.399243,0.399243,0.290425,0,0.958396,-1.07398
1_1,Constant Potential,10980,0.399267,0.399267,0.290505,0,0.963237,-1.07394
1_1,Constant Potential,11040,0.399272,0.399272,0.290384,0,0.968078,-1.07356
1_1,Constant Potential,11100,0.399285,0.399285,0.290142,0,0.972916,-1.07339
1_1,Constant Potential,11160,0.399239,0.399239,0.290128,0,0.977751,-1.07363
1_1,Constant Potential,11220,0.399259,0.399259,0.29067,0,0.982591,-1.07386
1_1,Constant Potential,11280,0.399265,0.399265,0.289461,0,0.987426,-1.07379
1_1,Constant Potential,11340,0.399253,0.399253,0.290516,0,0.992259,-1.07369
1_1,Constant Potential,11400,0.399271,0.399271,0.290513,0,0.997101,-1.07339
1_1,Constant Potential,11460,0.399255,0.399255,0.289787,0,1.00194,-1.07361
1_1,Constant Potential,11520,0.399253,0.399253,0.289794,0,1.00677,-1.07339
1_1,Constant Potential,11580,0.399237,0.399237,0.289757,0,1.0116,-1.07356
1_1,Constant Potential,11640,0.399259,0.399259,0.289879,0,1.01643,-1.07337
1_1,Constant Potential,11700,0.399273,0.399273,0.290685,0,1.02126,-1.07329
1_1,Constant Potential,11760,0.399253,0.399253,0.289935,0,1.0261,-1.07322
1_1,Constant Potential,11820,0.399252,0.399252,0.290128,0,1.03094,-1.07297
1_1,Constant Potential,11880,0.399287,0.399287,0.289652,0,1.03577,-1.07277
1_1,Constant Potential,11940,0.39926,0.39926,0.29012,0,1.0406,-1.07318
1_1,Constant Potential,12000,0.399267,0.399267,0.290335,0,1.04544,-1.07287
1_1,Constant Potential,12060,0.399283,0.399283,0.29004,0,1.05027,-1.07306
1_1,Constant Potential,12120,0.399256,0.399256,0.290054,0,1.05511,-1.07305
1_1,Constant Potential,12180,0.399291,0.399291,0.290513,0,1.05995,-1.07305
1_1,Constant Potential,12240,0.399252,0.399252,0.290486,0,1.06479,-1.07304
1_1,Constant Potential,12300,0.399253,0.399253,0.2902,0,1.06963,-1.07296
1_1,Constant Potential,12360,0.399254,0.399254,0.290367,0,1.07446,-1.07292
1_1,Constant Potential,12420,0.399262,0.399262,0.28988,0,1.0793,-1.07304
1_1,Constant Potential,12480,0.399265,0.399265,0.289669,0,1.08413,-1.0726
1_1,Constant Potential,12540,0.399249,0.399249,0.289451,0,1.08896,-1.07278
1_1,Constant Potential,12600,0.399257,0.399257,0.289297,0,1.09378,-1.07266
1_1,Constant Potential,12660,0.39927,0.39927,0.288679,0,1.09859,-1.07233
1_1,Constant Potential,12720,0.399256,0.399256,0.289021,0,1.10341,-1.07226
1_1,Constant Potential,12780,0.399262,0.399262,0.288611,0,1.10822,-1.07232
1_1,Constant Potential,12840,0.399269,0.399269,0.28903,0,1.11304,-1.07204
1_1,Constant Potential,12900,0.399257,0.399257,0.288416,0,1.11785,-1.07232
1_1,Constant Potential,12960,0.399265,0.399265,0.288251,0,1.12265,-1.07203
1_1,Constant Potential,13020,0.399257,0.399257,0.287904,0,1.12745,-1.07215
1_1,Constant Potential,13080,0.399307,0.399307,0.28811,0,1.13226,-1.07176
1_1,Constant Potential,13140,0.399308,0.399308,0.287935,0,1.13706,-1.07175
1_1,Constant Potential,13200,0.399224,0.399224,0.288142,0,1.14186,-1.07153
1_1,Constant Potential,13260,0.399282,0.399282,0.287515,0,1.14665,-1.07151
1_1,Constant Potential,13320,0.399259,0.399259,0.287888,0,1.15145,-1.07165
1_1,Constant Potential,13380,0.399291,0.399291,0.287818,0,1.15625,-1.07139
1_1,Constant Potential,13440,0.399239,0.399239,0.287787,0,1.16104,-1.07143
1_1,Constant Potential,13500,0.399303,0.399303,0.287682,0,1.16584,-1.07146
1_1,Constant Potential,13560,0.399243,0.399243,0.287533,0,1.17063,-1.07149
1_1,Constant Potential,13620,0.399254,0.399254,0.287685,0,1.17542,-1.07107
1_1,Constant Potential,13680,0.399266,0.399266,0.287466,0,1.18022,-1.07136
1_1,Constant Potential,13740,0.399274,0.399274,0.287471,0,1.18501,-1.07126
1_1,Constant Potential,13800,0.39927,0.39927,0.287291,0,1.1898,-1.07093
1_1,Constant Potential,13860,0.399279,0.399279,0.286948,0,1.19458,-1.07079
1_1,Constant Potential,13920,0.399283,0.399283,0.28735,0,1.19937,-1.07079
1_1,Constant Potential,13980,0.399289,0.399289,0.287878,0,1.20416,-1.07068
1_1,Constant Potential,14040,0.399296,0.399296,0.28715,0,1.20896,-1.07053
1_1,Constant Potential,14100,0.399278,0.399278,0.287507,0,1.21374,-1.07055
1_1,Constant Potential,14160,0.399267,0.399267,0.287124,0,1.21853,-1.07045
1_1,Constant Potential,14220,0.399276,0.399276,0.287029,0,1.22332,-1.07062
1_1,Constant Potential,14280,0.399278,0.399278,0.287072,0,1.2281,-1.07039
1_1,Constant Potential,14340,0.399283,0.399283,0.287499,0,1.23289,-1.07033
1_1,Constant Potential,14400,0.399262,0.399262,0.287493,0,1.23768,-1.07021
1_1,Constant Potential,14460,0.399275,0.399275,0.286907,0,1.24247,-1.07022
1_1,Constant Potential,14520,0.399256,0.399256,0.287432,0,1.24725,-1.07059
1_1,Constant Potential,14580,0.39924,0.39924,0.288153,0,1.25205,-1.07059
1_1,Constant Potential,14640,0.399254,0.399254,0.288662,0,1.25686,-1.07081
1_1,Constant Potential,14700,0.39925,0.39925,0.288416,0,1.26167,-1.07013
1_1,Constant Potential,14760,0.39923,0.39923,0.287572,0,1.26647,-1.0701
1_1,Constant Potential,14820,0.399272,0.399272,0.287879,0,1.27126,-1.07004
1_1,Constant Potential,14880,0.399246,0.399246,0.287653,0,1.27606,-1.0698
1_1,Constant Potential,14940,0.399241,0.399241,0.287443,0,1.28085,-1.06989
1_1,Constant Potential,15000,0.399287,0.399287,0.287489,0,1.28564,-1.06967
1_1,Constant Potential,15060,0.399278,0.399278,0.287333,0,1.29043,-1.06963
1_1,Constant Potential,15120,0.399235,0.399235,0.287498,0,1.29522,-1.06955
1_1,Constant Potential,15180,0.399253,0.399253,0.287479,0,1.30001,-1.06954
1_1,Constant Potential,15240,0.399296,0.399296,0.287711,0,1.30481,-1.0695
1_1,Constant Potential,15300,0.399251,0.399251,0.287868,0,1.3096,-1.06938
1_1,Constant Potential,15360,0.399269,0.399269,0.287065,0,1.31439,-1.06943
1_1,Constant Potential,15420,0.399268,0.399268,0.287315,0,1.31918,-1.06901
1_1,Constant Potential,15480,0.399282,0.399282,0.287021,0,1.32397,-1.06892
1_1,Constant Potential,15540,0.399257,0.399257,0.287446,0,1.32875,-1.06914
1_1,Constant Potential,15600,0.39927,0.39927,0.287167,0,1.33354,-1.06916
1_1,Constant Potential,15660,0.399282,0.399282,0.286811,0,1.33833,-1.06915
1_1,Constant Potential,15720,0.399278,0.399278,0.287168,0,1.34311,-1.06865
1_1,Constant Potential,15780,0.399259,0.399259,0.287287,0,1.3479,-1.06885
1_1,Constant Potential,15840,0.399266,0.399266,0.287168,0,1.35268,-1.06871
1_1,Constant Potential,15900,0.399245,0.399245,0.287002,0,1.35747,-1.06864
1_1,Constant Potential,15960,0.39928,0.39928,0.287144,0,1.36225,-1.06868
1_1,Constant Potential,16020,0.399256,0.399256,0.287671,0,1.36704,-1.06859
1_1,Constant Potential,16080,0.399259,0.399259,0.287446,0,1.37184,-1.06849
1_1,Constant Potential,16140,0.399255,0.399255,0.287018,0,1.37662,-1.06848
1_1,Constant Potential,16200,0.399254,0.399254,0.287431,0,1.38141,-1.06841
1_1,Constant Potential,16260,0.39928,0.39928,0.287308,0,1.3862,-1.06832
1_1,Constant Potential,16320,0.399244,0.399244,0.287482,0,1.39099,-1.06838
1_1,Constant Potential,16380,0.399288,0.399288,0.287497,0,1.39578,-1.0684
1_1,Constant Potential,16440,0.399254,0.399254,0.287308,0,1.40057,-1.06844
1_1,Constant Potential,16500,0.399293,0.399293,0.28758,0,1.40536,-1.06807
1_1,Constant Potential,16560,0.399299,0.399299,0.286648,0,1.41015,-1.06805
1_1,Constant Potential,16620,0.399269,0.399269,0.287044,0,1.41493,-1.06788
1_1,Constant Potential,16680,0.399275,0.399275,0.286614,0,1.41971,-1.06791
1_1,Constant Potential,16740,0.399302,0.399302,0.28656,0,1.42448,-1.06758
1_1,Constant Potential,16800,0.399289,0.399289,0.286532,0,1.42926,-1.06752
1_1,Constant Potential,16860,0.399312,0.399312,0.286381,0,1.43403,-1.06752
1_1,Constant Potential,16920,0.399275,0.399275,0.286401,0,1.43881,-1.06758
1_1,Constant Potential,16980,0.399247,0.399247,0.286653,0,1.44358,-1.06754
1_1,Constant Potential,17040,0.399275,0.399275,0.286808,0,1.44836,-1.06752
1_1,Constant Potential,17100,0.39928,0.39928,0.286564,0,1.45314,-1.06765
1_1,Constant Potential,17160,0.399286,0.399286,0.286127,0,1.45791,-1.06728
1_1,Constant Potential,17220,0.39924,0.39924,0.286127,0,1.46268,-1.06752
1_1,Constant Potential,17280,0.399254,0.399254,0.285858,0,1.46745,-1.06713
1_1,Constant Potential,17340,0.3993,0.3993,0.286076,0,1.47221,-1.06692
1_1,Constant Potential,17400,0.399288,0.399288,0.285913,0,1.47698,-1.06696
1_1,Constant Potential,17460,0.399307,0.399307,0.285302,0,1.48174,-1.06658
1_1,Constant Potential,17520,0.399268,0.399268,0.285186,0,1.48649,-1.0668
1_1,Constant Potential,17580,0.399262,0.399262,0.285609,0,1.49125,-1.06682
1_1,Constant Potential,17640,0.399263,0.399263,0.285558,0,1.49601,-1.06669
1_1,Constant Potential,17700,0.399246,0.399246,0.285644,0,1.50077,-1.06661
1_1,Constant Potential,17760,0.399266,0.399266,0.285458,0,1.50553,-1.06667
1_1,Constant Potential,17820,0.399278,0.399278,0.285339,0,1.51029,-1.06657
1_1,Constant Potential,17880,0.39928,0.39928,0.285078,0,1.51504,-1.06637
1_1,Constant Potential,17940,0.399272,0.399272,0.285345,0,1.51979,-1.06652
1_1,Constant Potential,18000,0.399256,0.399256,0.285326,0,1.52455,-1.06651
1_1,Constant Potential,18060,0.399274,0.399274,0.284918,0,1.5293,-1.06625
1_1,Constant Potential,18120,0.399263,0.399263,0.285262,0,1.53405,-1.0662
1_1,Constant Potential,18180,0.399266,0.399266,0.285242,0,1.53881,-1.06633
1_1,Constant Potential,18240,0.39929,0.39929,0.284845,0,1.54356,-1.06595
1_1,Constant Potential,18300,0.399274,0.399274,0.284992,0,1.54831,-1.06564
1_1,Constant Potential,18360,0.399256,0.399256,0.284186,0,1.55305,-1.0658
1_1,Constant Potential,18420,0.399282,0.399282,0.284626,0,1.55779,-1.06604
1_1,Constant Potential,18480,0.399268,0.399268,0.28446,0,1.56253,-1.06556
1_1,Constant Potential,18540,0.399279,0.399279,0.28437,0,1.56727,-1.06556
1_1,Constant Potential,18600,0.399256,0.399256,0.284227,0,1.57201,-1.06574
1_1,Constant Potential,18660,0.399269,0.399269,0.283803,0,1.57674,-1.06551
1_1,Constant Potential,18720,0.399282,0.399282,0.284707,0,1.58148,-1.06556
1_1,Constant Potential,18780,0.399277,0.399277,0.283872,0,1.58622,-1.06544
1_1,Constant Potential,18840,0.399278,0.399278,0.28399,0,1.59095,-1.06517
1_1,Constant Potential,18900,0.399266,0.399266,0.284224,0,1.59569,-1.06537
1_1,Constant Potential,18960,0.39923,0.39923,0.28337,0,1.60042,-1.06495
1_1,Constant Potential,19020,0.39929,0.39929,0.283637,0,1.60514,-1.06488
1_1,Constant Potential,19080,0.399253,0.399253,0.283242,0,1.60987,-1.06488
1_1,Constant Potential,19140,0.399224,0.399224,0.283186,0,1.61459,-1.06483
1_1,Constant Potential,19200,0.399278,0.399278,0.282904,0,1.6193,-1.06494
1_1,Constant Potential,19260,0.39927,0.39927,0.282826,0,1.62402,-1.06467
1_1,Constant Potential,19320,0.399263,0.399263,0.283103,0,1.62873,-1.06464
1_1,Constant Potential,19380,0.399243,0.399243,0.28268,0,1.63345,-1.06456
1_1,Constant Potential,19440,0.399276,0.399276,0.282961,0,1.63816,-1.06428
1_1,Constant Potential,19500,0.399298,0.399298,0.282797,0,1.64288,-1.0646
1_1,Constant Potential,19560,0.399291,0.399291,0.282381,0,1.64759,-1.06416
1_1,Constant Potential,19620,0.399266,0.399266,0.283081,0,1.6523,-1.06416
1_1,Constant Potential,19680,0.399297,0.399297,0.282871,0,1.65702,-1.06435
1_1,Constant Potential,19740,0.399291,0.399291,0.282984,0,1.66173,-1.06416
1_1,Constant Potential,19800,0.399305,0.399305,0.283311,0,1.66645,-1.06422
1_1,Constant Potential,19860,0.399272,0.399272,0.283125,0,1.67117,-1.06421
1_1,Constant Potential,19920,0.399302,0.399302,0.283078,0,1.67589,-1.06425
1_1,Constant Potential,19980,0.399293,0.399293,0.28239,0,1.6806,-1.06402
1_1,Constant Potential,20040,0.399257,0.399257,0.2829,0,1.68531,-1.06384
1_1,Constant Potential,20100,0.399309,0.399309,0.282508,0,1.69002,-1.06357
1_1,Constant Potential,20160,0.399313,0.399313,0.282515,0,1.69473,-1.06377
1_1,Constant Potential,20220,0.399308,0.399308,0.282665,0,1.69944,-1.06363
1_1,Constant Potential,20280,0.399277,0.399277,0.282259,0,1.70415,-1.06355
1_1,Constant Potential,20340,0.399278,0.399278,0.282137,0,1.70885,-1.0635
1_1,Constant Potential,20400,0.399307,0.399307,0.281892,0,1.71355,-1.06331
1_1,Constant Potential,20460,0.399321,0.399321,0.281785,0,1.71825,-1.06329
1_1,Constant Potential,20520,0.399295,0.399295,0.2817,0,1.72295,-1.06306
1_1,Constant Potential,20580,0.399269,0.399269,0.281776,0,1.72764,-1.06321
1_1,Constant Potential,20640,0.399258,0.399258,0.282108,0,1.73234,-1.06303
1_1,Constant Potential,20700,0.399264,0.399264,0.282084,0,1.73704,-1.06298
1_1,Constant Potential,20760,0.399249,0.399249,0.281314,0,1.74174,-1.06321
1_1,Constant Potential,20820,0.399272,0.399272,0.28246,0,1.74644,-1.06299
1_1,Constant Potential,20880,0.399291,0.399291,0.282118,0,1.75114,-1.06299
1_1,Constant Potential,20940,0.399261,0.399261,0.282111,0,1.75584,-1.06264
1_1,Constant Potential,21000,0.399272,0.399272,0.282411,0,1.76055,-1.06278
1_1,Constant Potential,21060,0.399306,0.399306,0.281993,0,1.76525,-1.06261
1_1,Constant Potential,21120,0.399307,0.399307,0.282614,0,1.76995,-1.06276
1_1,Constant Potential,21180,0.399254,0.399254,0.281958,0,1.77466,-1.06277
1_1,Constant Potential,21240,0.399234,0.399234,0.282366,0,1.77936,-1.06245
1_1,Constant Potential,21300,0.39925,0.39925,0.282234,0,1.78407,-1.06236
1_1,Constant Potential,21360,0.399276,0.399276,0.281926,0,1.78877,-1.06248
1_1,Constant Potential,21420,0.399272,0.399272,0.282357,0,1.79347,-1.0624
1_1,Constant Potential,21480,0.399272,0.399272,0.281644,0,1.79817,-1.06222
1_1,Constant Potential,21540,0.399215,0.399215,0.281748,0,1.80287,-1.06222
1_1,Constant Potential,21600,0.399266,0.399266,0.281784,0,1.80756,-1.06209
1_1,Constant Potential,21660,0.399274,0.399274,0.281555,0,1.81226,-1.06213
1_1,Constant Potential,21720,0.399298,0.399298,0.282054,0,1.81695,-1.06247
1_1,Constant Potential,21780,0.399272,0.399272,0.281207,0,1.82165,-1.06207
1_1,Constant Potential,21840,0.399277,0.399277,0.281662,0,1.82634,-1.06188
1_1,Constant Potential,21900,0.399268,0.399268,0.282292,0,1.83104,-1.06194
1_1,Constant Potential,21960,0.399251,0.399251,0.281114,0,1.83573,-1.06167
1_1,Constant Potential,22020,0.399264,0.399264,0.281865,0,1.84042,-1.06207
1_1,Constant Potential,22080,0.399317,0.399317,0.281213,0,1.84512,-1.06159
1_1,Constant Potential,22140,0.399282,0.399282,0.281726,0,1.84981,-1.06164
1_1,Constant Potential,22200,0.399308,0.399308,0.281706,0,1.8545,-1.06155
1_1,Constant Potential,22260,0.399265,0.399265,0.281538,0,1.8592,-1.06154
1_1,Constant Potential,22320,0.399262,0.399262,0.281672,0,1.86389,-1.06141
1_1,Constant Potential,22380,0.399274,0.399274,0.28126,0,1.86858,-1.0615
1_1,Constant Potential,22440,0.399285,0.399285,0.281742,0,1.87327,-1.06118
1_1,Constant Potential,22500,0.399268,0.399268,0.28219,0,1.87797,-1.06154
1_1,Constant Potential,22560,0.399258,0.399258,0.281534,0,1.88267,-1.06132
1_1,Constant Potential,22620,0.399305,0.399305,0.281505,0,1.88736,-1.06106
1_1,Constant Potential,22680,0.39928,0.39928,0.281425,0,1.89205,-1.06113
1_1,Constant Potential,22740,0.399285,0.399285,0.281754,0,1.89675,-1.06107
1_1,Constant Potential,22800,0.399284,0.399284,0.281593,0,1.90144,-1.06094
1_1,Constant Potential,22860,0.399275,0.399275,0.281145,0,1.90613,-1.06074
1_1,Constant Potential,22920,0.399281,0.399281,0.28209,0,1.91082,-1.06099
1_1,Constant Potential,22980,0.399286,0.399286,0.281726,0,1.91552,-1.06107
1_1,Constant Potential,23040,0.399249,0.399249,0.281467,0,1.92022,-1.06144
1_1,Constant Potential,23100,0.399276,0.399276,0.281719,0,1.92491,-1.06161
1_1,Constant Potential,23160,0.399275,0.399275,0.281524,0,1.9296,-1.06154
1_1,Constant Potential,23220,0.399275,0.399275,0.28239,0,1.9343,-1.06149
1_1,Constant Potential,23280,0.399272,0.399272,0.281694,0,1.939,-1.06133
1_1,Constant Potential,23340,0.399248,0.399248,0.282265,0,1.9437,-1.06144
1_1,Constant Potential,23400,0.399253,0.399253,0.282736,0,1.94841,-1.06133
1_1,Constant Potential,23460,0.399262,0.399262,0.281764,0,1.95311,-1.06111
1_1,Constant Potential,23520,0.399262,0.399262,0.282047,0,1.95781,-1.0612
1_1,Constant Potential,23580,0.399275,0.399275,0.28169,0,1.96251,-1.0611
1_1,Constant Potential,23640,0.399266,0.399266,0.282054,0,1.96721,-1.06107
1_1,Constant Potential,23700,0.399251,0.399251,0.282252,0,1.97191,-1.0612
1_1,Constant Potential,23760,0.399251,0.399251,0.281866,0,1.97661,-1.06093
1_1,Constant Potential,23820,0.399271,0.399271,0.281785,0,1.98131,-1.06091
1_1,Constant Potential,23880,0.399256,0.399256,0.281667,0,1.986,-1.06079
1_1,Constant Potential,23940,0.399275,0.399275,0.282526,0,1.99071,-1.06098
1_1,Constant Potential,24000,0.399275,0.399275,0.282308,0,1.99541,-1.06097
1_1,Constant Potential,24060,0.399269,0.399269,0.281885,0,2.00011,-1.06095
1_1,Constant Potential,24120,0.399261,0.399261,0.283329,0,2.00482,-1.06085
1_1,Constant Potential,24180,0.399252,0.399252,0.282633,0,2.00954,-1.06076
1_1,Constant Potential,24240,0.399278,0.399278,0.282343,0,2.01425,-1.06058
1_1,Constant Potential,24300,0.399316,0.399316,0.282238,0,2.01895,-1.06056
1_1,Constant Potential,24360,0.399248,0.399248,0.281841,0,2.02365,-1.06052
1_1,Constant Potential,24420,0.399284,0.399284,0.282317,0,2.02836,-1.0605
1_1,Constant Potential,24480,0.39925,0.39925,0.282748,0,2.03307,-1.0607
1_1,Constant Potential,24540,0.399288,0.399288,0.282443,0,2.03778,-1.06063
1_1,Constant Potential,24600,0.399298,0.399298,0.282452,0,2.04248,-1.06059
1_1,Constant Potential,24660,0.399284,0.399284,0.282215,0,2.04719,-1.06033
1_1,Constant Potential,24720,0.39928,0.39928,0.282608,0,2.05189,-1.06051
1_1,Constant Potential,24780,0.399278,0.399278,0.281999,0,2.0566,-1.06038
1_1,Constant Potential,24840,0.399257,0.399257,0.283518,0,2.06131,-1.06109
1_1,Constant Potential,24900,0.399282,0.399282,0.283861,0,2.06604,-1.06073
1_1,Constant Potential,24960,0.399292,0.399292,0.283737,0,2.07077,-1.06078
1_1,Constant Potential,25020,0.399282,0.399282,0.283828,0,2.0755,-1.06053
1_1,Constant Potential,25080,0.399281,0.399281,0.282921,0,2.08022,-1.06049
1_1,Constant Potential,25140,0.399239,0.399239,0.282542,0,2.08494,-1.06035
1_1,Constant Potential,25200,0.399294,0.399294,0.282548,0,2.08964,-1.06031
1_1,Constant Potential,25260,0.399298,0.399298,0.281917,0,2.09435,-1.06008
1_1,Constant Potential,25320,0.399281,0.399281,0.282166,0,2.09905,-1.06002
1_1,Constant Potential,25380,0.399327,0.399327,0.281532,0,2.10375,-1.05982
1_1,Constant Potential,25440,0.399278,0.399278,0.281636,0,2.10844,-1.05976
1_1,Constant Potential,25500,0.399291,0.399291,0.282235,0,2.11314,-1.05984
1_1,Constant Potential,25560,0.399266,0.399266,0.281723,0,2.11784,-1.05979
1_1,Constant Potential,25620,0.39923,0.39923,0.282164,0,2.12254,-1.05971
1_1,Constant Potential,25680,0.399283,0.399283,0.281807,0,2.12724,-1.05976
1_1,Constant Potential,25740,0.399283,0.399283,0.281956,0,2.13194,-1.05976
1_1,Constant Potential,25800,0.399243,0.399243,0.282047,0,2.13664,-1.05959
1_1,Constant Potential,25860,0.399281,0.399281,0.282279,0,2.14134,-1.05978
1_1,Constant Potential,25920,0.399291,0.399291,0.28265,0,2.14605,-1.05977
1_1,Constant Potential,25980,0.399256,0.399256,0.282032,0,2.15075,-1.05969
1_1,Constant Potential,26040,0.399242,0.399242,0.281954,0,2.15545,-1.05935
1_1,Constant Potential,26100,0.399308,0.399308,0.282161,0,2.16015,-1.05936
1_1,Constant Potential,26160,0.399277,0.399277,0.281677,0,2.16485,-1.05939
1_1,Constant Potential,26220,0.399291,0.399291,0.28244,0,2.16955,-1.05923
1_1,Constant Potential,26280,0.399226,0.399226,0.282011,0,2.17426,-1.0593
1_1,Constant Potential,26340,0.399267,0.399267,0.281892,0,2.17895,-1.05926
1_1,Constant Potential,26400,0.39926,0.39926,0.28217,0,2.18366,-1.05921
1_1,Constant Potential,26460,0.3993,0.3993,0.281483,0,2.18835,-1.05903
1_1,Constant Potential,26520,0.399253,0.399253,0.282288,0,2.19305,-1.05907
1_1,Constant Potential,26580,0.399249,0.399249,0.282039,0,2.19775,-1.05895
1_1,Constant Potential,26640,0.399249,0.399249,0.282416,0,2.20246,-1.05903
1_1,Constant Potential,26700,0.399274,0.399274,0.281939,0,2.20716,-1.05871
1_1,Constant Potential,26760,0.399251,0.399251,0.282229,0,2.21186,-1.0588
1_1,Constant Potential,26820,0.399243,0.399243,0.282221,0,2.21657,-1.05876
1_1,Constant Potential,26880,0.399267,0.399267,0.28181,0,2.22127,-1.05854
1_1,Constant Potential,26940,0.399258,0.399258,0.281662,0,2.22596,-1.05845
1_1,Constant Potential,27000,0.399254,0.399254,0.281889,0,2.23066,-1.0585
1_1,Constant Potential,27060,0.399248,0.399248,0.281501,0,2.23535,-1.05839
1_1,Constant Potential,27120,0.399269,0.399269,0.28152,0,2.24004,-1.05831
1_1,Constant Potential,27180,0.399248,0.399248,0.281546,0,2.24474,-1.05797
1_1,Constant Potential,27240,0.399266,0.399266,0.281666,0,2.24943,-1.05831
1_1,Constant Potential,27300,0.399266,0.399266,0.281987,0,2.25413,-1.05817
1_1,Constant Potential,27360,0.399265,0.399265,0.281689,0,2.25882,-1.05811
1_1,Constant Potential,27420,0.399304,0.399304,0.281514,0,2.26352,-1.05801
1_1,Constant Potential,27480,0.399301,0.399301,0.281875,0,2.26821,-1.058
1_1,Constant Potential,27540,0.399247,0.399247,0.282128,0,2.27291,-1.05809
1_1,Constant Potential,27600,0.399256,0.399256,0.282543,0,2.27762,-1.05807
1_1,Constant Potential,27660,0.399267,0.399267,0.281719,0,2.28232,-1.05801
1_1,Constant Potential,27720,0.399261,0.399261,0.282085,0,2.28702,-1.05799
1_1,Constant Potential,27780,0.399249,0.399249,0.281798,0,2.29172,-1.05785
1_1,Constant Potential,27840,0.399262,0.399262,0.281582,0,2.29641,-1.05776
1_1,Constant Potential,27900,0.399262,0.399262,0.28132,0,2.3011,-1.05764
1_1,Constant Potential,27960,0.39927,0.39927,0.281607,0,2.30579,-1.05768
1_1,Constant Potential,28020,0.399269,0.399269,0.282774,0,2.3105,-1.05778
1_1,Constant Potential,28080,0.399272,0.399272,0.282005,0,2.3152,-1.05773
1_1,Constant Potential,28140,0.399261,0.399261,0.281986,0,2.3199,-1.05765
1_1,Constant Potential,28200,0.399253,0.399253,0.282353,0,2.32461,-1.05764
1_1,Constant Potential,28260,0.399278,0.399278,0.282106,0,2.32931,-1.05753
1_1,Constant Potential,28320,0.399273,0.399273,0.282512,0,2.33402,-1.05739
1_1,Constant Potential,28380,0.399258,0.399258,0.282479,0,2.33872,-1.05742
1_1,Constant Potential,28440,0.399239,0.399239,0.282406,0,2.34343,-1.05733
1_1,Constant Potential,28500,0.399278,0.399278,0.282448,0,2.34814,-1.05748
1_1,Constant Potential,28560,0.399316,0.399316,0.282175,0,2.35284,-1.05731
1_1,Constant Potential,28620,0.399293,0.399293,0.282536,0,2.35755,-1.0572
1_1,Constant Potential,28680,0.399313,0.399313,0.281946,0,2.36225,-1.0571
1_1,Constant Potential,28740,0.399288,0.399288,0.28168,0,2.36695,-1.05697
1_1,Constant Potential,28800,0.399279,0.399279,0.282056,0,2.37165,-1.05706
1_1,Constant Potential,28860,0.399245,0.399245,0.281743,0,2.37635,-1.05692
1_1,Constant Potential,28920,0.399259,0.399259,0.282335,0,2.38105,-1.05706
1_1,Constant Potential,28980,0.399294,0.399294,0.282281,0,2.38575,-1.05697
1_1,Constant Potential,29040,0.39928,0.39928,0.283311,0,2.39047,-1.05708
1_1,Constant Potential,29100,0.399279,0.399279,0.282089,0,2.39518,-1.05687
1_1,Constant Potential,29160,0.399273,0.399273,0.281883,0,2.39988,-1.05678
1_1,Constant Potential,29220,0.399288,0.399288,0.282914,0,2.40458,-1.05681
1_1,Constant Potential,29280,0.399262,0.399262,0.282259,0,2.40929,-1.05686
1_1,Constant Potential,29340,0.399316,0.399316,0.282102,0,2.414,-1.05658
1_1,Constant Potential,29400,0.399262,0.399262,0.282736,0,2.4187,-1.05657
1_1,Constant Potential,29460,0.399279,0.399279,0.281693,0,2.42341,-1.05648
1_1,Constant Potential,29520,0.399271,0.399271,0.282485,0,2.42811,-1.05659
1_1,Constant Potential,29580,0.399269,0.399269,0.282179,0,2.43281,-1.05646
1_1,Constant Potential,29640,0.399285,0.399285,0.282351,0,2.43752,-1.05624
1_1,Constant Potential,29700,0.399255,0.399255,0.282014,0,2.44222,-1.05624
1_1,Constant Potential,29760,0.399248,0.399248,0.281913,0,2.44692,-1.05631
1_1,Constant Potential,29820,0.399262,0.399262,0.281745,0,2.45162,-1.05619
1_1,Constant Potential,29880,0.399282,0.399282,0.281988,0,2.45632,-1.05632
1_1,Constant Potential,29940,0.39931,0.39931,0.281904,0,2.46101,-1.05598
1_1,Constant Potential,30000,0.399299,0.399299,0.281754,0,2.46571,-1.05604
1_1,Constant Potential,30060,0.399257,0.399257,0.281656,0,2.47041,-1.05593
1_1,Constant Potential,30120,0.399288,0.399288,0.282356,0,2.47511,-1.05587
1_1,Constant Potential,30180,0.399248,0.399248,0.28134,0,2.4798,-1.05582
1_1,Constant Potential,30240,0.399267,0.399267,0.281655,0,2.4845,-1.0559
1_1,Constant Potential,30300,0.399266,0.399266,0.282334,0,2.4892,-1.05622
1_1,Constant Potential,30360,0.399253,0.399253,0.282505,0,2.4939,-1.05625
1_1,Constant Potential,30420,0.399256,0.399256,0.282434,0,2.49861,-1.05614
1_1,Constant Potential,30480,0.39927,0.39927,0.282158,0,2.50332,-1.05586
1_1,Constant Potential,30540,0.399249,0.399249,0.281415,0,2.50801,-1.05584
1_1,Constant Potential,30600,0.399278,0.399278,0.281835,0,2.51271,-1.05581
