Working Electrode (V),Current (mA)
0.596565,1.14917
0.597229,1.14988
0.59787,1.15261
0.598571,1.1463
0.599235,1.15669
0.599876,1.14916
0.600346,1.09879
0.600107,0.886353
0.599443,0.63167
0.598727,0.460809
0.598079,0.313393
0.597415,0.213831
0.596669,0.131968
0.596028,0.066835
0.594753,0.00192561
0.594179,-0.0149689
0.592793,-0.070229
0.592187,-0.0932918
0.591539,-0.119397
0.590838,-0.141801
0.590181,-0.15918
0.589503,-0.175998
0.588802,-0.188162
0.588138,-0.199461
0.587482,-0.209615
0.586818,-0.215662
0.586117,-0.225023
0.585409,-0.230331
0.584782,-0.23789
0.584059,-0.243895
0.583425,-0.249253
0.582754,-0.257073
0.58209,-0.261722
0.581419,-0.268071
0.579986,-0.17211
0.579383,-0.215746
0.57875,-0.232211
0.578086,-0.265419
0.5774,-0.270656
0.576744,-0.289228
0.576072,-0.301715
0.575394,-0.308834
0.574753,-0.320955
0.574044,-0.321534
0.573433,-0.327888
0.572724,-0.33926
0.572142,-0.332154
0.571427,-0.347486
0.570808,-0.342689
0.570092,-0.35428
0.569413,-0.360009
0.568742,-0.360919
0.568101,-0.366438
0.56743,-0.367081
0.566773,-0.369071
0.566117,-0.37814
0.565416,-0.370857
0.56482,-0.385558
0.564141,-0.381701
0.563485,-0.390005
0.562814,-0.388744
0.562165,-0.389821
0.561509,-0.397343
0.560822,-0.39799
0.560218,-0.401721
0.55948,-0.406819
0.558809,-0.401174
0.55816,-0.416132
0.557519,-0.406295
0.556848,-0.416473
0.556147,-0.415206
0.555528,-0.415258
0.554894,-0.422134
0.554156,-0.420969
0.553567,-0.424209
0.552851,-0.428557
0.552209,-0.422534
0.551508,-0.436578
0.550845,-0.42773
0.550196,-0.437118
0.549517,-0.437456
0.548861,-0.437255
0.548153,-0.444725
0.547504,-0.441648
0.54684,-0.445292
0.546214,-0.446276
0.545632,-0.441892
0.544916,-0.453527
0.54426,-0.447725
0.543589,-0.458367
0.542873,-0.453958
0.542262,-0.452656
0.541553,-0.460747
0.540867,-0.457844
0.540203,-0.463709
0.539525,-0.463168
0.538943,-0.458923
0.53825,-0.470562
0.537549,-0.464242
0.536877,-0.471955
0.536229,-0.468365
0.535595,-0.468285
0.534894,-0.47415
0.534267,-0.470345
0.533566,-0.475058
0.532895,-0.473799
0.532261,-0.474494
0.531531,-0.483285
0.530919,-0.472148
0.530233,-0.48289
0.52954,-0.479388
0.528898,-0.482132
0.528272,-0.487118
0.527571,-0.481558
0.527034,-0.487816
0.52634,-0.487031
0.525677,-0.485155
0.524961,-0.494774
0.52429,-0.483307
0.523656,-0.495068
0.522985,-0.491673
0.522351,-0.493469
0.521642,-0.498552
0.520986,-0.492276
0.520308,-0.497729
0.519666,-0.494597
0.519025,-0.497668
0.518324,-0.502665
0.517705,-0.493539
0.517056,-0.504427
0.516378,-0.500479
0.515759,-0.502391
0.515095,-0.505999
0.514431,-0.501156
0.513656,-0.506696
0.512977,-0.506808
0.512388,-0.506851
0.511702,-0.510859
0.511053,-0.502177
0.510464,-0.510618
0.509756,-0.507404
0.509174,-0.495429
0.50857,-0.495061
0.507906,-0.494465
0.507265,-0.50672
0.506512,-0.506183
0.50587,-0.51157
0.505125,-0.517215
0.504513,-0.510846
0.503902,-0.518966
0.503178,-0.514382
0.50253,-0.518247
0.501851,-0.520824
0.501232,-0.51365
0.500486,-0.523142
0.499793,-0.518383
0.499189,-0.52294
0.49848,-0.523819
0.497846,-0.519303
0.497175,-0.528543
0.496519,-0.520799
0.495826,-0.525317
0.495125,-0.527651
0.494476,-0.523063
0.49382,-0.530656
0.493096,-0.526436
0.492433,-0.530028
0.491821,-0.528997
0.491127,-0.52439
0.490479,-0.533731
0.489808,-0.527017
0.489151,-0.532529
0.488488,-0.532058
0.487861,-0.528364
0.487168,-0.536953
0.486504,-0.529868
0.485825,-0.53673
0.485102,-0.536452
0.484535,-0.532458
0.483805,-0.540357
0.483133,-0.533016
0.4825,-0.538866
0.481799,-0.535201
0.481232,-0.531067
0.480486,-0.540618
0.479845,-0.532507
0.479256,-0.539259
0.47851,-0.538545
0.477921,-0.535716
0.47722,-0.541935
0.476519,-0.538544
0.475885,-0.541251
0.475169,-0.541326
0.474543,-0.537721
0.473909,-0.54366
0.473193,-0.536401
0.472567,-0.544006
0.471888,-0.539869
0.471247,-0.539112
0.470553,-0.546578
0.469912,-0.538187
0.469256,-0.546469
0.468555,-0.544699
0.467876,-0.542209
0.467197,-0.54875
0.466496,-0.539879
0.46587,-0.548093
0.465199,-0.545009
0.46455,-0.543405
0.463842,-0.549125
0.46323,-0.541241
0.462544,-0.551071
0.461895,-0.547101
0.461284,-0.546908
0.460538,-0.555425
0.459874,-0.547292
0.459255,-0.552517
0.458502,-0.549552
0.457921,-0.548215
0.45722,-0.55358
0.456541,-0.547661
0.455937,-0.55485
0.455243,-0.552312
0.454669,-0.551066
0.453961,-0.558185
0.453305,-0.547869
0.452619,-0.557843
0.451932,-0.553172
0.451299,-0.556155
0.45062,-0.557941
0.449971,-0.549871
0.449293,-0.558093
0.448607,-0.55555
0.447935,-0.556499
0.447227,-0.563319
0.446586,-0.552562
0.445922,-0.561285
0.445296,-0.554252
0.444595,-0.559367
0.443946,-0.561312
0.443304,-0.554426
0.442566,-0.562654
0.441895,-0.559674
0.441269,-0.560307
0.440575,-0.5651
0.439971,-0.553423
0.439352,-0.564239
0.438614,-0.55972
0.437987,-0.561567
0.437279,-0.566116
0.43666,-0.557505
0.435989,-0.56509
0.435251,-0.562649
0.434684,-0.565657
0.433975,-0.567837
0.433334,-0.559414
0.432633,-0.570165
0.431873,-0.563937
0.431224,-0.568487
0.430597,-0.569913
0.429971,-0.562019
0.42927,-0.570285
0.428606,-0.564577
0.42801,-0.566697
0.427316,-0.569209
0.426645,-0.562333
0.425929,-0.573698
0.425273,-0.564202
0.424594,-0.57097
0.423946,-0.572628
0.423312,-0.567887
0.422655,-0.573668
0.422007,-0.565919
0.421321,-0.573328
0.420679,-0.571254
0.419993,-0.566143
0.4193,-0.573767
0.418629,-0.568728
0.41795,-0.572915
0.417324,-0.572307
0.416638,-0.568666
0.415989,-0.576718
0.415325,-0.56823
0.414661,-0.57336
0.413968,-0.573264
0.413394,-0.569543
0.412685,-0.575187
0.412007,-0.567352
0.411388,-0.575072
0.410717,-0.573009
0.410075,-0.567187
0.409359,-0.576662
0.408748,-0.56964
0.407995,-0.574665
0.407286,-0.5749
0.406652,-0.569467
0.405996,-0.577398
0.40534,-0.568556
0.404676,-0.577694
0.404012,-0.574701
0.403371,-0.572332
0.402678,-0.578859
0.402066,-0.569859
0.401373,-0.576435
0.400709,-0.574152
0.400083,-0.571297
0.399434,-0.577925
0.398785,-0.570377
0.398069,-0.578722
0.39739,-0.574572
0.396712,-0.573278
0.396041,-0.580962
0.395414,-0.571112
0.394743,-0.57715
0.394035,-0.574593
0.393461,-0.572729
0.392774,-0.580969
0.392111,-0.572163
0.391499,-0.579357
0.390694,-0.572986
0.390038,-0.574728
0.389374,-0.5801
0.388666,-0.57191
0.388024,-0.577707
0.387353,-0.57467
0.386757,-0.57527
0.386078,-0.580827
0.385429,-0.571647
0.384713,-0.578241
0.384035,-0.572417
0.383401,-0.575933
0.382722,-0.581293
0.382044,-0.572467
0.381387,-0.579978
0.380739,-0.574556
0.38006,-0.575356
0.379344,-0.579828
0.37868,-0.572135
0.378024,-0.579701
0.37736,-0.574458
0.376771,-0.575709
0.37607,-0.578845
0.375436,-0.572028
0.374803,-0.580243
0.374124,-0.575361
0.373445,-0.575444
0.372744,-0.580898
0.372073,-0.572094
0.371387,-0.582725
0.370783,-0.576102
0.370134,-0.57726
0.369441,-0.581224
0.368837,-0.576826
0.368158,-0.585029
0.367435,-0.579299
0.366771,-0.580792
0.36613,-0.583473
0.365474,-0.574108
0.364795,-0.581935
0.364139,-0.575575
0.363527,-0.58042
0.362819,-0.581592
0.362103,-0.576838
0.361454,-0.584089
0.360731,-0.575813
0.360097,-0.582259
0.359448,-0.58394
0.35877,-0.577441
0.358136,-0.586131
0.357502,-0.57925
0.356808,-0.583356
0.356197,-0.583098
0.355496,-0.579036
0.35481,-0.586314
0.354109,-0.579483
0.35346,-0.583327
0.352819,-0.584463
0.352148,-0.580479
0.351499,-0.588542
0.350813,-0.579696
0.350239,-0.585956
0.349538,-0.584089
0.348926,-0.578086
0.348225,-0.588628
0.347509,-0.581801
0.346875,-0.586435
0.346204,-0.586964
0.345563,-0.5813
0.344869,-0.589035
0.344139,-0.58077
0.343475,-0.587524
0.342834,-0.585314
0.34217,-0.579493
0.341514,-0.589801
0.340843,-0.582811
0.340186,-0.591873
0.3395,-0.588466
0.338889,-0.569121
0.338285,-0.574836
0.337584,-0.571963
0.33692,-0.580496
0.336256,-0.581589
0.335637,-0.581244
0.334944,-0.592785
0.334265,-0.580554
0.333631,-0.587679
0.332938,-0.586385
0.332304,-0.585083
0.331625,-0.589817
0.33091,-0.584767
0.330246,-0.591039
0.329552,-0.590392
0.329008,-0.585855
0.32827,-0.596225
0.327643,-0.586663
0.326987,-0.593423
0.326323,-0.589747
0.325689,-0.590484
0.324996,-0.595906
0.324302,-0.587181
0.323646,-0.594341
0.32296,-0.592064
0.322341,-0.59116
0.32173,-0.596277
0.321059,-0.586474
0.32038,-0.597572
0.319709,-0.591458
0.319045,-0.594032
0.318329,-0.598241
0.317658,-0.59296
0.317009,-0.596642
0.316383,-0.593954
0.315719,-0.595183
0.315018,-0.602328
0.314384,-0.589955
0.313706,-0.601624
0.313012,-0.596784
0.312326,-0.596569
0.311752,-0.598739
0.311096,-0.593053
0.31041,-0.602498
0.309731,-0.597359
0.309105,-0.595664
0.308404,-0.603888
0.307777,-0.59518
0.307114,-0.605616
0.306465,-0.598533
0.305794,-0.600675
0.305108,-0.60224
0.304466,-0.598256
0.303818,-0.604487
0.303139,-0.600089
0.302498,-0.600143
0.301759,-0.606472
0.301111,-0.598705
0.300417,-0.610834
0.299776,-0.60263
0.299127,-0.606757
0.298448,-0.607416
0.297777,-0.603506
0.297188,-0.609324
0.296427,-0.602978
0.295801,-0.606655
0.295093,-0.610981
0.294421,-0.603891
0.293758,-0.617398
0.293131,-0.607075
0.292483,-0.611415
0.291782,-0.607851
0.291193,-0.605792
0.290506,-0.612214
0.289865,-0.608368
0.289201,-0.611057
0.288545,-0.61622
0.287837,-0.60616
0.287233,-0.619659
0.286554,-0.610807
0.285861,-0.618252
0.285182,-0.616762
0.284488,-0.613495
0.283862,-0.618982
0.283206,-0.615131
0.282505,-0.616991
0.281811,-0.621755
0.281177,-0.61203
0.280514,-0.626877
0.27985,-0.612578
0.279231,-0.623389
0.27853,-0.62186
0.277837,-0.619596
0.277195,-0.625768
0.276547,-0.620165
0.27589,-0.624569
0.275219,-0.625081
0.274593,-0.619653
0.27384,-0.632651
0.273168,-0.622265
0.272579,-0.630107
0.271908,-0.625684
0.27123,-0.627046
0.270581,-0.630762
0.269895,-0.624779
0.269276,-0.630887
0.268627,-0.631276
0.267963,-0.626146
0.267233,-0.639218
0.266569,-0.626555
0.265935,-0.636103
0.265241,-0.63118
0.264608,-0.630402
0.263966,-0.634268
0.263295,-0.630348
0.262631,-0.634477
0.261953,-0.63795
0.261349,-0.631533
0.260633,-0.641593
0.259984,-0.632404
0.259283,-0.642537
0.258605,-0.636885
0.258,-0.639454
0.257344,-0.639987
0.256666,-0.635085
0.256017,-0.639949
0.255301,-0.640663
0.254689,-0.63807
0.253996,-0.647562
0.253295,-0.639304
0.252654,-0.647922
0.252005,-0.646413
0.251379,-0.654715
0.2507,-0.653245
0.249977,-0.646585
0.249358,-0.652551
0.248612,-0.647962
0.248023,-0.646843
0.247292,-0.652976
0.246666,-0.641736
0.246009,-0.652623
0.245383,-0.644746
0.244742,-0.649386
0.243988,-0.653008
0.243332,-0.646929
0.242698,-0.652404
0.241982,-0.648977
0.241416,-0.649269
0.240722,-0.65627
0.240088,-0.643828
0.239395,-0.654325
0.238724,-0.646247
0.238023,-0.651963
0.237307,-0.651658
0.236718,-0.646561
0.236032,-0.653476
0.235368,-0.651033
0.234741,-0.651379
0.234026,-0.657303
0.233422,-0.644147
0.232683,-0.65769
0.232035,-0.647748
0.231378,-0.654729
0.230722,-0.655024
0.230051,-0.650176
0.22935,-0.655417
0.228686,-0.650775
0.228127,-0.651489
0.227366,-0.657338
0.226703,-0.64539
0.226061,-0.658385
0.225368,-0.649946
0.224734,-0.658765
0.224033,-0.655617
0.223444,-0.653658
0.222743,-0.658799
0.222057,-0.654035
0.221445,-0.655338
0.220715,-0.660166
0.220043,-0.649781
0.219402,-0.662498
0.218709,-0.650702
0.218097,-0.659663
0.217411,-0.656295
0.216747,-0.653974
0.216136,-0.658414
0.21536,-0.654881
0.214771,-0.655949
0.214055,-0.65852
0.213399,-0.652097
0.212713,-0.662192
0.212004,-0.652144
0.211348,-0.660958
0.210685,-0.657982
0.210051,-0.656184
0.209447,-0.661302
0.208723,-0.656575
0.208142,-0.658178
0.207403,-0.659901
0.206777,-0.656288
0.206098,-0.665771
0.205472,-0.655476
0.204786,-0.662462
0.204122,-0.659337
0.203466,-0.658711
0.20281,-0.663544
0.202109,-0.656329
0.201497,-0.66174
0.200766,-0.664466
0.200155,-0.658326
0.199447,-0.668288
0.198828,-0.654857
0.198134,-0.66375
0.197433,-0.660024
0.196822,-0.658318
0.196098,-0.66612
0.19545,-0.660067
0.194823,-0.663618
0.194107,-0.662324
0.193458,-0.659243
0.19281,-0.666797
0.192109,-0.658147
0.19146,-0.666672
0.190796,-0.660283
0.190088,-0.661794
0.189476,-0.666581
0.188753,-0.659834
0.188141,-0.664515
0.187485,-0.663065
0.186807,-0.661409
0.186121,-0.668771
0.185464,-0.660073
0.184801,-0.668805
0.184182,-0.664525
0.183496,-0.665825
0.182892,-0.667758
0.182176,-0.661459
0.181512,-0.667236
0.180818,-0.665263
0.1802,-0.666002
0.179513,-0.67313
0.178857,-0.66298
0.178164,-0.67117
0.1775,-0.665938
0.176881,-0.669465
0.176165,-0.669215
0.175464,-0.662818
0.174845,-0.67104
0.174189,-0.668659
0.173578,-0.66754
0.172862,-0.67248
0.172228,-0.666131
0.171519,-0.673699
0.170848,-0.667646
0.170214,-0.672134
0.169543,-0.674813
0.168917,-0.651329
0.168343,-0.657209
0.167634,-0.657761
0.166941,-0.662942
0.166284,-0.668318
0.16568,-0.661699
0.165054,-0.67317
0.164301,-0.66947
0.163704,-0.671609
0.163026,-0.674176
0.162302,-0.667532
0.161646,-0.676395
0.160945,-0.670891
0.160304,-0.675669
0.15964,-0.677926
0.158984,-0.670986
0.158313,-0.679936
0.157597,-0.673596
0.156985,-0.675731
0.156292,-0.676339
0.155673,-0.670719
0.155009,-0.678788
0.154405,-0.673455
0.153704,-0.677873
0.153063,-0.677806
0.152399,-0.672441
0.151676,-0.683203
0.151012,-0.675561
0.150363,-0.680787
0.149618,-0.681474
0.148976,-0.675886
0.14832,-0.68324
0.147701,-0.677639
0.147037,-0.680782
0.146321,-0.679882
0.145688,-0.67656
0.145016,-0.68256
0.144308,-0.676636
0.143689,-0.682069
0.142981,-0.681459
0.14231,-0.678309
0.141653,-0.686525
0.141005,-0.677857
0.140348,-0.68412
0.139617,-0.681326
0.138984,-0.677257
0.138365,-0.685798
0.137679,-0.680396
0.13703,-0.685889
0.136374,-0.685313
0.13574,-0.680218
0.135069,-0.68887
0.13442,-0.680249
0.133696,-0.689203
0.133003,-0.682778
0.132324,-0.682379
0.131661,-0.687584
0.131019,-0.682138
0.130326,-0.689495
0.129699,-0.686037
0.129066,-0.683595
0.128417,-0.69212
0.127753,-0.684111
0.127067,-0.689973
0.126441,-0.686444
0.125799,-0.68637
0.125091,-0.693793
0.124353,-0.684994
0.123771,-0.693839
0.1231,-0.690643
0.122354,-0.687596
0.121728,-0.69523
0.121086,-0.685683
0.120423,-0.693563
0.119796,-0.691178
0.11914,-0.689898
0.118454,-0.694306
0.117783,-0.686659
0.117127,-0.694196
0.116485,-0.691961
0.115814,-0.693008
0.115106,-0.69932
0.114457,-0.689723
0.113808,-0.698503
0.1131,-0.695169
0.112481,-0.695152
0.111817,-0.6992
0.111168,-0.692382
0.110482,-0.699256
0.109804,-0.695381
0.109177,-0.693086
0.108461,-0.700363
0.107805,-0.691499
0.107179,-0.701299
0.106515,-0.69541
0.105844,-0.698305
0.105143,-0.703701
0.104494,-0.697465
0.103793,-0.705583
0.103114,-0.700058
0.102458,-0.701386
0.101795,-0.703399
0.101138,-0.699374
0.100527,-0.708662
0.0998035,-0.701775
0.0991994,-0.704916
0.0985357,-0.705141
0.0978795,-0.698991
0.0971785,-0.708867
0.0964626,-0.704707
0.0958437,-0.706606
0.09518,-0.708833
0.0945163,-0.702109
0.0938079,-0.712408
0.0931591,-0.70389
0.0925476,-0.70742
0.0918019,-0.709689
0.091168,-0.706164
0.0904894,-0.715511
0.0898108,-0.708504
0.0892217,-0.711546
0.0884984,-0.715275
0.0878496,-0.707879
0.0871486,-0.721234
0.0865147,-0.71303
0.0858511,-0.717233
0.0851874,-0.715001
0.0845759,-0.709503
0.0838749,-0.720799
0.0831739,-0.71474
0.0825699,-0.720172
0.0818838,-0.71872
0.0812127,-0.714439
0.080549,-0.723284
0.0798555,-0.715712
0.0792067,-0.722321
0.0785281,-0.722634
0.0779166,-0.716821
0.0772305,-0.72577
0.0765818,-0.718065
0.0758957,-0.723729
0.0752693,-0.723201
0.0745534,-0.720545
0.0738673,-0.73257
0.0732335,-0.722193
0.0725996,-0.730463
0.0718986,-0.728103
0.0712349,-0.724175
0.0705713,-0.733602
0.0699001,-0.726305
0.0692289,-0.731971
0.0685802,-0.731605
0.0679687,-0.727617
0.0672752,-0.737363
0.0665816,-0.729685
0.0659478,-0.73806
0.0652766,-0.735568
0.0646502,-0.733578
0.0639642,-0.737701
0.0632632,-0.731117
0.062592,-0.739478
0.0619433,-0.736588
0.0613094,-0.733576
0.0606084,-0.740413
0.059982,-0.733933
0.059281,-0.742863
0.0586696,-0.737321
0.0580059,-0.739676
0.0572825,-0.745049
0.0566188,-0.739566
0.0559626,-0.746476
0.0552989,-0.742306
0.0546427,-0.742037
0.0539193,-0.749967
0.0533377,-0.740587
0.0526516,-0.750343
0.0519432,-0.7451
0.0512571,-0.745753
0.0506605,-0.748399
0.0500267,-0.741622
0.0493555,-0.749135
0.0487067,-0.74487
0.0481027,-0.74797
0.0473644,-0.754932
0.0466113,-0.745881
0.0460072,-0.756154
0.0453585,-0.750195
0.0447246,-0.750762
0.0440385,-0.756709
0.0433301,-0.750542
0.0426813,-0.756755
0.0419878,-0.753797
0.0413688,-0.754083
0.0406902,-0.758418
0.040034,-0.751344
0.0393181,-0.762194
0.0386693,-0.755695
0.0380579,-0.756924
0.0373867,-0.759505
0.0366783,-0.752464
0.0359997,-0.762971
0.0353658,-0.757212
0.0346425,-0.759048
0.0340235,-0.762913
0.0333524,-0.756002
0.0326514,-0.764212
0.0320473,-0.758112
0.0313315,-0.761732
0.0307125,-0.765089
0.0300712,-0.75882
0.0294075,-0.769686
0.0287289,-0.766236
0.0280876,-0.76643
0.0273642,-0.770259
0.0267304,-0.762751
0.0260667,-0.772553
0.0253806,-0.767163
0.0247244,-0.772622
0.0241203,-0.772239
0.023479,-0.767331
0.0227855,-0.774378
0.0221069,-0.769396
0.021391,-0.773301
0.0207273,-0.776598
0.0201531,-0.767691
0.0194596,-0.777656
0.0188108,-0.769774
0.0181248,-0.773073
0.0174163,-0.774705
0.0167452,-0.768597
0.0161262,-0.77805
0.0154625,-0.770211
0.0148138,-0.775087
0.0142172,-0.774692
0.0135237,-0.767294
0.0128823,-0.777116
0.0121441,-0.771891
0.011458,-0.778472
0.0107496,-0.777955
0.010153,-0.77282
0.00953406,-0.781634
0.00878834,-0.775713
0.00816194,-0.78215
0.00749825,-0.781409
0.0068271,-0.776746
0.00617832,-0.784698
0.00549972,-0.777543
0.00484348,-0.78368
0.00414997,-0.781325
0.00350865,-0.777477
0.0028375,-0.785896
0.00221109,-0.777651
0.00153994,-0.784581
0.000853882,-0.782592
0.000212563,-0.780403
-0.000518242,-0.7917
-0.00113719,-0.768261
-0.00175614,-0.771057
-0.00239,-0.775347
-0.00304623,-0.775543
-0.00366518,-0.787475
-0.00432887,-0.781087
-0.00502239,-0.791405
-0.00570845,-0.789283
-0.00636469,-0.787144
-0.00705075,-0.794617
-0.00768461,-0.787368
-0.0083483,-0.793748
-0.00904928,-0.793422
-0.00968314,-0.790429
-0.010317,-0.801047
-0.0110329,-0.791449
-0.0116966,-0.798488
-0.0123976,-0.795409
-0.0130091,-0.796348
-0.0136727,-0.802197
-0.0143364,-0.794739
-0.0150001,-0.800796
-0.0156265,-0.799808
-0.0162828,-0.799736
-0.0169987,-0.809453
-0.0176623,-0.799927
-0.0182888,-0.807228
-0.0189524,-0.803401
-0.0195938,-0.807341
-0.02025,-0.810098
-0.0209211,-0.806124
-0.0215625,-0.810917
-0.0222112,-0.807989
-0.0228824,-0.806553
-0.0235759,-0.814222
-0.0242321,-0.806225
-0.0249033,-0.816217
-0.0255968,-0.809345
-0.0262307,-0.812319
-0.026954,-0.816042
-0.0275581,-0.811678
-0.0281845,-0.816197
-0.0289302,-0.815348
-0.0295417,-0.817524
-0.0302128,-0.824503
-0.0308765,-0.814803
-0.0315551,-0.826181
-0.0322188,-0.819901
-0.0328974,-0.824133
-0.0335313,-0.827008
-0.0341577,-0.81984
-0.0348288,-0.826166
-0.0355298,-0.820863
-0.0361562,-0.825713
-0.0368945,-0.830756
-0.0375582,-0.822389
-0.038192,-0.832289
-0.0388632,-0.827466
-0.0395194,-0.832397
-0.040198,-0.833857
-0.0408244,-0.829309
-0.0414583,-0.834818
-0.0420996,-0.829632
-0.0428229,-0.834136
-0.0434941,-0.8405
-0.0441205,-0.829088
-0.0447916,-0.841386
-0.0454777,-0.831084
-0.0461041,-0.8397
-0.04682,-0.840232
-0.0474688,-0.835594
-0.0481026,-0.843821
-0.048744,-0.841234
-0.0494375,-0.841265
-0.0500862,-0.846513
-0.0506679,-0.836602
-0.0513689,-0.849915
-0.0520177,-0.841192
-0.0527037,-0.847761
-0.05336,-0.848055
-0.054046,-0.842193
-0.0547172,-0.850305
-0.0554032,-0.84728
-0.0560968,-0.850381
-0.0567008,-0.850123
-0.0573645,-0.841343
-0.0580058,-0.85517
-0.0587068,-0.846059
-0.0593779,-0.85434
-0.060064,-0.854353
-0.0607053,-0.852648
-0.0614287,-0.855429
-0.0620625,-0.852668
-0.0627411,-0.854105
-0.063375,-0.855552
-0.0640312,-0.84808
-0.0647173,-0.861344
-0.0653661,-0.850295
-0.0660223,-0.860312
-0.0667083,-0.857436
-0.0673646,-0.856858
-0.0680134,-0.860226
-0.0686248,-0.856155
-0.0692438,-0.858832
-0.0700119,-0.861607
-0.0706234,-0.855001
-0.0713467,-0.865163
-0.0719433,-0.85264
-0.0726592,-0.864229
-0.0733229,-0.859617
-0.0739717,-0.86219
-0.0746279,-0.864995
-0.0752916,-0.862853
-0.0758882,-0.864229
-0.0766041,-0.864678
-0.0772677,-0.860858
-0.0779538,-0.87332
-0.0786249,-0.860382
-0.0792663,-0.872385
-0.0799672,-0.867117
-0.0805937,-0.865298
-0.0812424,-0.868844
-0.0819509,-0.864622
-0.082622,-0.871527
-0.0832857,-0.872153
-0.0839345,-0.869152
-0.0846578,-0.877368
-0.0852693,-0.86533
-0.0859479,-0.878374
-0.0866116,-0.872876
-0.0872753,-0.872116
-0.0878793,-0.87792
-0.0885878,-0.872162
-0.0892813,-0.87475
-0.0899301,-0.872756
-0.0905639,-0.870239
-0.0912425,-0.878639
-0.0919211,-0.86745
-0.0925625,-0.879706
-0.0932038,-0.872388
-0.0938749,-0.878899
-0.0945684,-0.876823
-0.0952023,-0.870296
-0.095866,-0.878433
-0.0965521,-0.876018
-0.0972158,-0.875752
-0.0978794,-0.88521
-0.098558,-0.872072
-0.0992143,-0.884723
-0.099878,-0.874174
-0.100512,-0.880717
-0.101228,-0.883251
-0.101914,-0.878469
-0.10254,-0.884068
-0.103211,-0.88147
-0.10383,-0.880982
-0.104561,-0.889768
-0.10515,-0.873436
-0.105792,-0.88826
-0.106515,-0.878675
-0.107134,-0.885711
-0.107857,-0.883521
-0.108521,-0.878337
-0.109162,-0.886579
-0.109856,-0.887051
-0.110482,-0.886699
-0.111191,-0.892734
-0.111839,-0.880831
-0.112548,-0.894662
-0.113167,-0.882787
-0.113845,-0.889491
-0.114487,-0.888897
-0.11515,-0.884337
-0.115829,-0.893993
-0.116508,-0.887122
-0.117141,-0.889536
-0.117857,-0.89521
-0.118491,-0.881735
-0.119132,-0.8977
-0.119819,-0.890137
-0.120408,-0.896519
-0.121094,-0.894655
-0.12181,-0.889764
-0.122496,-0.89768
-0.123122,-0.891446
-0.123726,-0.894881
-0.124442,-0.899871
-0.125128,-0.889361
-0.125807,-0.902768
-0.126463,-0.891576
-0.127052,-0.901234
-0.127746,-0.89949
-0.128387,-0.896098
-0.129103,-0.907301
-0.129759,-0.904966
-0.130385,-0.910051
-0.131086,-0.913802
-0.131772,-0.901161
-0.132436,-0.910043
-0.13307,-0.899022
-0.133756,-0.906222
-0.13442,-0.905711
-0.135098,-0.901968
-0.13571,-0.908338
-0.136441,-0.901639
-0.137082,-0.90711
-0.137723,-0.907196
-0.138357,-0.901325
-0.139043,-0.914938
-0.139692,-0.904902
-0.140333,-0.911834
-0.141057,-0.910311
-0.141705,-0.907821
-0.142451,-0.915642
-0.1431,-0.906118
-0.143719,-0.91204
-0.144412,-0.91634
-0.145054,-0.911415
-0.14568,-0.922017
-0.146351,-0.911952
-0.147045,-0.919954
-0.147701,-0.918629
-0.148275,-0.917074
-0.148984,-0.925042
-0.149722,-0.916307
-0.150341,-0.921055
-0.151049,-0.921031
-0.151668,-0.919032
-0.152369,-0.928155
-0.153033,-0.919773
-0.153689,-0.92975
-0.154338,-0.924293
-0.154979,-0.924196
-0.15565,-0.931753
-0.156299,-0.924289
-0.156911,-0.932193
-0.157641,-0.93204
-0.158268,-0.928332
-0.158984,-0.937202
-0.159707,-0.925582
-0.160319,-0.934997
-0.160982,-0.930694
-0.161639,-0.9318
-0.162302,-0.938915
-0.162996,-0.930583
-0.16363,-0.939697
-0.164293,-0.936721
-0.164905,-0.937767
-0.165606,-0.944709
-0.166359,-0.934209
-0.166941,-0.944562
-0.167634,-0.941539
-0.168283,-0.944934
-0.168954,-0.951722
-0.169595,-0.942307
-0.170281,-0.954025
-0.170908,-0.931352
-0.171534,-0.930559
-0.172176,-0.940465
-0.172794,-0.935166
-0.173473,-0.94868
-0.174107,-0.94596
-0.174756,-0.950954
-0.175442,-0.956822
-0.176083,-0.949678
-0.176777,-0.960352
-0.1775,-0.957313
-0.178119,-0.959552
-0.178835,-0.962101
-0.179476,-0.954303
-0.180147,-0.965082
-0.180789,-0.960421
-0.181497,-0.964012
-0.182153,-0.968062
-0.182802,-0.962091
-0.183443,-0.971138
-0.184159,-0.963203
-0.184748,-0.968153
-0.185442,-0.972389
-0.186098,-0.963352
-0.186784,-0.976395
-0.187493,-0.968909
-0.188194,-0.977289
-0.188857,-0.976386
-0.189499,-0.974026
-0.190177,-0.986768
-0.190804,-0.976955
-0.191467,-0.986505
-0.192131,-0.98925
-0.192772,-0.981586
-0.193421,-0.98752
-0.19407,-0.983036
-0.194689,-0.984964
-0.195435,-0.986552
-0.196113,-0.98077
-0.196762,-0.989552
-0.197433,-0.982111
-0.198059,-0.987261
-0.198731,-0.986473
-0.199357,-0.982644
-0.200088,-0.992903
-0.200774,-0.985185
-0.201393,-0.992571
-0.202049,-0.990643
-0.202675,-0.987783
-0.203354,-0.999577
-0.204063,-0.990357
-0.204652,-0.996837
-0.20542,-0.997429
-0.206031,-0.996953
