Working Electrode (V),Current (mA)
0.311677,-0.597787
0.311058,-0.605166
0.310387,-0.594316
0.309709,-0.605201
0.30906,-0.601033
0.308426,-0.602095
0.307762,-0.603859
0.307047,-0.598334
0.30642,-0.604134
0.305719,-0.601943
0.305115,-0.602934
0.304384,-0.606126
0.303795,-0.598985
0.303139,-0.609087
0.302483,-0.603579
0.301774,-0.606828
0.301118,-0.608371
0.300395,-0.60289
0.299738,-0.611836
0.29906,-0.606251
0.298448,-0.606722
0.29777,-0.611773
0.297143,-0.603896
0.29648,-0.616073
0.295771,-0.608701
0.29507,-0.616709
0.294369,-0.61534
0.293758,-0.609026
0.293116,-0.614965
0.29243,-0.611839
0.291767,-0.613299
0.291088,-0.617325
0.290484,-0.61061
0.289791,-0.622716
0.289119,-0.612725
0.288486,-0.618208
0.287844,-0.618679
0.287143,-0.61469
0.28648,-0.622142
0.285838,-0.616269
0.285093,-0.619051
0.284474,-0.623334
0.283773,-0.614822
0.283154,-0.626936
0.28243,-0.617347
0.281729,-0.627426
0.281125,-0.624846
0.280432,-0.621421
0.279805,-0.626523
0.279157,-0.624752
0.278485,-0.626195
0.277807,-0.629936
0.27721,-0.621934
0.276524,-0.632759
0.275853,-0.624124
0.275212,-0.631832
0.274563,-0.626718
0.273832,-0.627524
0.273191,-0.634862
0.272557,-0.632062
0.271908,-0.634383
0.271215,-0.634232
0.270581,-0.627946
0.26991,-0.640313
0.269268,-0.629109
0.268575,-0.639251
0.267933,-0.633603
0.267285,-0.63718
0.266546,-0.639248
0.265868,-0.634563
0.265174,-0.639706
0.264563,-0.64094
0.263892,-0.634344
0.263258,-0.644579
0.262594,-0.633319
0.261938,-0.642525
0.261244,-0.638706
0.260529,-0.638976
0.259947,-0.642689
0.259268,-0.640622
0.258575,-0.641579
0.257926,-0.642348
0.257232,-0.639785
0.256576,-0.648496
0.25595,-0.637835
0.255249,-0.651889
0.254637,-0.640644
0.253959,-0.647215
0.25328,-0.650952
0.252579,-0.642292
0.251975,-0.647348
0.251311,-0.646953
0.250663,-0.643934
0.249932,-0.652618
0.249276,-0.642711
0.248612,-0.654133
0.247911,-0.646018
0.247307,-0.64729
0.246636,-0.64997
0.245912,-0.643615
0.245316,-0.648948
0.244607,-0.64859
0.243988,-0.645101
0.243287,-0.654992
0.242654,-0.646186
0.241953,-0.654707
0.241311,-0.646478
0.240692,-0.649283
0.240014,-0.652814
0.239335,-0.648376
0.238649,-0.652981
0.237948,-0.649369
0.237366,-0.649217
0.236613,-0.65575
0.236009,-0.644561
0.235308,-0.657649
0.234704,-0.647289
0.233996,-0.654171
0.233347,-0.654594
0.232691,-0.647856
0.231938,-0.655676
0.231311,-0.651771
0.230648,-0.652328
0.229999,-0.658383
0.229357,-0.645984
0.228671,-0.658655
0.227978,-0.650626
0.227329,-0.65783
0.226658,-0.655235
0.226031,-0.650319
0.225375,-0.656628
0.22463,-0.65473
0.224033,-0.655434
0.223384,-0.658096
0.222706,-0.650295
0.222049,-0.660696
0.221371,-0.651026
0.22067,-0.657781
0.219999,-0.657538
0.21935,-0.653841
0.218671,-0.659047
0.21806,-0.653932
0.217426,-0.657295
0.216703,-0.65957
0.216076,-0.651074
0.21542,-0.662023
0.214756,-0.652904
0.214055,-0.660249
0.213369,-0.658292
0.212743,-0.652002
0.212064,-0.661924
0.211326,-0.656896
0.210722,-0.656893
0.210051,-0.662607
0.209424,-0.654642
0.208738,-0.661994
0.208112,-0.654014
0.207433,-0.663338
0.20674,-0.658561
0.206121,-0.659076
0.205405,-0.66413
0.204771,-0.658507
0.204122,-0.661893
0.203391,-0.66294
0.202765,-0.656155
0.202094,-0.665226
0.201475,-0.656808
0.200766,-0.664503
0.200118,-0.66213
0.199461,-0.659204
0.198805,-0.666017
0.198119,-0.65866
0.19747,-0.66361
0.196814,-0.666374
0.196106,-0.661493
0.195464,-0.66913
0.194749,-0.658978
0.194092,-0.664969
0.193466,-0.66308
0.19281,-0.662248
0.192116,-0.666218
0.19146,-0.660522
0.190766,-0.666664
0.190088,-0.666048
0.189476,-0.662308
0.188753,-0.670012
0.188089,-0.659332
0.187455,-0.667322
0.186807,-0.664925
0.186143,-0.663748
0.185449,-0.669644
0.184786,-0.663158
0.184129,-0.668531
0.183481,-0.665356
0.182824,-0.663144
0.182213,-0.670987
0.181542,-0.662896
0.180804,-0.671141
0.180125,-0.667312
0.179521,-0.666907
0.178805,-0.67096
0.178126,-0.664549
0.177485,-0.671001
0.176807,-0.669804
0.176173,-0.667473
0.175457,-0.674657
0.174801,-0.664775
0.174167,-0.674615
0.173548,-0.668215
0.172869,-0.671568
0.172213,-0.675976
0.171475,-0.667155
0.170893,-0.671636
0.170199,-0.669817
0.16958,-0.670803
0.168887,-0.659665
0.16829,-0.649514
0.167612,-0.664528
0.166911,-0.660882
0.166292,-0.669228
0.165658,-0.674607
0.164972,-0.665587
0.164301,-0.674987
0.163652,-0.67043
0.162988,-0.672846
0.162287,-0.677119
0.161676,-0.669954
0.160938,-0.677944
0.160289,-0.673278
0.159692,-0.673033
0.158947,-0.676096
0.158298,-0.669953
0.157634,-0.679965
0.156963,-0.672346
0.156359,-0.677286
0.15568,-0.678915
0.155024,-0.672461
0.154353,-0.681628
0.153689,-0.675468
0.153026,-0.679763
0.152339,-0.680792
0.151638,-0.674428
0.150952,-0.682897
0.150274,-0.676764
0.14967,-0.682389
0.148999,-0.681103
0.148298,-0.678902
0.147619,-0.685994
0.146993,-0.676476
0.146351,-0.682445
0.14565,-0.68295
0.144972,-0.676138
0.144323,-0.687341
0.143659,-0.679511
0.142966,-0.685133
0.142317,-0.684528
0.141646,-0.680034
0.140997,-0.687739
0.140266,-0.67946
0.13964,-0.685153
0.138916,-0.68523
0.13829,-0.679687
0.137664,-0.692515
0.136985,-0.681159
0.136351,-0.687506
0.13568,-0.686947
0.135069,-0.682715
0.134375,-0.690239
0.133667,-0.6843
0.13301,-0.687631
0.132362,-0.686517
0.13169,-0.682325
0.131042,-0.692837
0.130326,-0.685882
0.129737,-0.691689
0.129006,-0.686549
0.128432,-0.685651
0.127723,-0.694482
0.127045,-0.686247
0.126366,-0.692299
0.125732,-0.691537
0.125083,-0.689292
0.124427,-0.695489
0.123734,-0.68703
0.123048,-0.693865
0.122399,-0.691634
0.12172,-0.69027
0.121042,-0.694043
0.12046,-0.687651
0.119796,-0.694073
0.11908,-0.692562
0.118469,-0.69189
0.11782,-0.698435
0.117141,-0.69134
0.116485,-0.699666
0.11574,-0.693021
0.115121,-0.695446
0.114434,-0.699985
0.113778,-0.694369
0.113107,-0.699948
0.112488,-0.697313
0.111847,-0.695775
0.111138,-0.70494
0.110452,-0.693798
0.109804,-0.701965
0.10914,-0.69726
0.108499,-0.700002
0.10779,-0.703174
0.107126,-0.697708
0.106433,-0.704607
0.105762,-0.701123
0.105091,-0.70054
0.104412,-0.710462
0.103704,-0.697838
0.1031,-0.708603
0.102399,-0.702809
0.10172,-0.70715
0.101086,-0.708909
0.100437,-0.704288
0.0998109,-0.710541
0.0990801,-0.706888
0.0984835,-0.710393
0.0978049,-0.716138
0.0971114,-0.705549
0.0964776,-0.717934
0.0958064,-0.711799
0.0951278,-0.715417
0.0944492,-0.714245
0.0937631,-0.71021
0.0931144,-0.719632
0.0924432,-0.7157
0.0917721,-0.716869
0.0910935,-0.719465
0.0904745,-0.711775
0.0897959,-0.723717
0.0891546,-0.717483
0.0885207,-0.718734
0.0877675,-0.721497
0.0871561,-0.714503
0.0864775,-0.724048
0.0858138,-0.717576
0.0852023,-0.719846
0.0844715,-0.724209
0.0838376,-0.719684
0.0831739,-0.728795
0.0825102,-0.720495
0.0818615,-0.72565
0.0811381,-0.726045
0.0805117,-0.721322
0.0798704,-0.729999
0.0791396,-0.72548
0.0784684,-0.727067
0.077842,-0.727658
0.0772007,-0.720979
0.076537,-0.733374
0.0758659,-0.724295
0.0751798,-0.731123
0.074531,-0.729508
0.073845,-0.726572
0.0731738,-0.734772
0.0724877,-0.72692
0.0718613,-0.730401
0.0712126,-0.731037
0.0705713,-0.72835
0.0698777,-0.739325
0.0692364,-0.730073
0.0685429,-0.736439
0.0678494,-0.735001
0.067223,-0.731841
0.0665816,-0.737187
0.0659105,-0.729412
0.0652841,-0.73755
0.0645906,-0.738497
0.063912,-0.733276
0.0632408,-0.744737
0.062592,-0.734199
0.0619656,-0.741362
0.0612796,-0.739547
0.0605637,-0.739355
0.0599522,-0.745611
0.0592736,-0.741306
0.0586472,-0.746096
0.0579388,-0.745483
0.0572527,-0.739966
0.0566114,-0.747526
0.0559328,-0.740807
0.0552765,-0.750727
0.0545979,-0.74825
0.0539566,-0.745706
0.0532929,-0.752335
0.052659,-0.744813
0.0519805,-0.754045
0.0512646,-0.751073
0.0506382,-0.748875
0.049967,-0.758732
0.0493108,-0.748456
0.0486545,-0.755566
0.0479237,-0.749945
0.0472824,-0.75272
0.0465889,-0.758212
0.0459699,-0.749943
0.0452988,-0.759118
0.0446276,-0.752887
0.0439714,-0.753264
0.0433152,-0.760769
0.0426813,-0.750296
0.0419729,-0.761603
0.0412868,-0.758338
0.0406082,-0.758178
0.0399445,-0.760364
0.0392958,-0.753586
0.0386619,-0.760133
0.0380057,-0.757849
0.0373345,-0.757869
0.0366932,-0.76236
0.0359773,-0.755423
0.0353509,-0.763633
0.0345977,-0.758175
0.0339489,-0.758875
0.0333002,-0.76368
0.0326514,-0.755813
0.0320101,-0.765306
0.0313464,-0.760785
0.0307274,-0.759464
0.0300115,-0.764759
0.0293255,-0.754412
0.0287289,-0.764407
0.0280577,-0.759421
0.0273717,-0.762128
0.0266856,-0.763165
0.0260368,-0.755904
0.0253582,-0.765046
0.024702,-0.76222
0.0240831,-0.761468
0.0233895,-0.766506
0.0227482,-0.760082
0.0220174,-0.76971
0.0214059,-0.763265
0.0207571,-0.769352
0.0200785,-0.771947
0.0194223,-0.765191
0.0187735,-0.77517
0.0180204,-0.768736
0.017394,-0.772263
0.0167303,-0.774977
0.0160964,-0.765544
0.0154029,-0.776508
0.0147168,-0.771329
0.0141202,-0.777315
0.0134789,-0.775933
0.0127929,-0.770561
0.0121217,-0.778455
0.0113984,-0.773289
0.0107645,-0.778092
0.0100934,-0.778163
0.00947441,-0.772507
0.00880326,-0.783519
0.00818431,-0.775593
0.00751316,-0.781076
0.00678981,-0.78082
0.00615595,-0.776665
0.00547735,-0.784162
0.00476146,-0.779621
0.00411268,-0.786485
0.00347136,-0.785737
0.00281513,-0.780864
0.00218872,-0.793008
0.00143554,-0.786923
0.000838968,-0.789229
0.000130534,-0.789426
-0.000555528,-0.787213
-0.00119685,-0.781551
-0.00177105,-0.768928
-0.00246457,-0.782052
-0.00312081,-0.783626
-0.00370247,-0.784981
-0.00437362,-0.795239
-0.00503731,-0.78972
-0.00570845,-0.797298
-0.00644672,-0.800566
-0.00705075,-0.794482
-0.00771444,-0.803879
-0.00840796,-0.795402
-0.00910148,-0.805793
-0.00975771,-0.800892
-0.0103767,-0.798941
-0.0110926,-0.804758
-0.011719,-0.798649
-0.0123901,-0.80386
-0.013106,-0.800129
-0.0136653,-0.797582
-0.0143812,-0.806509
-0.01503,-0.799072
-0.0156713,-0.80767
-0.0163051,-0.803229
-0.0170061,-0.806347
-0.0176549,-0.81017
-0.0183186,-0.804949
-0.0189674,-0.814771
-0.019631,-0.811668
-0.0202947,-0.808408
-0.0209584,-0.817122
-0.0215997,-0.808781
-0.0223007,-0.817671
-0.0229346,-0.812595
-0.0236206,-0.811251
-0.024262,-0.81719
-0.0249107,-0.81173
-0.0256416,-0.819236
-0.026268,-0.817661
-0.0269391,-0.817845
-0.0276102,-0.825231
-0.0282739,-0.815248
-0.0289302,-0.827104
-0.0296013,-0.824994
-0.0302725,-0.829014
-0.0309212,-0.831458
-0.0315626,-0.825026
-0.0322486,-0.834462
-0.0329198,-0.831946
-0.0335835,-0.828725
-0.0342248,-0.836276
-0.0348661,-0.825904
-0.0355522,-0.837885
-0.0362233,-0.832469
-0.0368721,-0.836138
-0.0375805,-0.841613
-0.0382218,-0.83432
-0.0388706,-0.84284
-0.0395269,-0.83994
-0.0401533,-0.841267
-0.0408468,-0.846758
-0.041503,-0.833327
-0.0421965,-0.843382
-0.0428677,-0.835063
-0.0434568,-0.840701
-0.0441801,-0.839199
-0.0448438,-0.834573
-0.0454479,-0.842649
-0.0461488,-0.838177
-0.0467902,-0.840377
-0.0475508,-0.845587
-0.048125,-0.835576
-0.048826,-0.845936
-0.0494971,-0.84007
-0.0501459,-0.844697
-0.0507947,-0.843706
-0.0514285,-0.840284
-0.0520699,-0.846209
-0.0527485,-0.843282
-0.0534122,-0.845024
-0.0541281,-0.849349
-0.054747,-0.839396
-0.0554405,-0.853249
-0.0560818,-0.843284
-0.0567381,-0.852549
-0.0574465,-0.847425
-0.0580282,-0.84602
-0.0586844,-0.849993
-0.0594077,-0.846
-0.0600938,-0.848492
-0.0607351,-0.852478
-0.0614137,-0.845143
-0.0620476,-0.858417
-0.0627337,-0.848343
-0.0633675,-0.855294
-0.0640461,-0.853107
-0.0646725,-0.851612
-0.0653735,-0.85753
-0.0660819,-0.852878
-0.066686,-0.85738
-0.0673273,-0.855049
-0.0679984,-0.852238
-0.0686547,-0.862607
-0.069296,-0.853534
-0.0699821,-0.86236
-0.0706457,-0.856972
-0.0713393,-0.857623
-0.0720253,-0.862823
-0.0726965,-0.856872
-0.0733229,-0.861059
-0.073994,-0.861391
-0.0746204,-0.85465
-0.0752767,-0.8659
-0.0759329,-0.855932
-0.0766264,-0.866184
-0.0773125,-0.860142
-0.0779613,-0.862695
-0.0786622,-0.865774
-0.0793036,-0.863636
-0.0799523,-0.866565
-0.0806459,-0.863937
-0.0812946,-0.859072
-0.0819732,-0.869042
-0.0826295,-0.859953
-0.0832559,-0.87108
-0.0839792,-0.864611
-0.0846355,-0.868402
-0.0852693,-0.870634
-0.0859703,-0.867322
-0.086634,-0.869812
-0.0873051,-0.869167
-0.0879017,-0.864734
-0.0886176,-0.875548
-0.0892738,-0.860762
-0.0899002,-0.875852
-0.0906087,-0.870166
-0.09125,-0.874313
-0.0919435,-0.874922
-0.0926445,-0.871179
-0.0932709,-0.875607
-0.0938824,-0.874066
-0.0945162,-0.870951
-0.0952321,-0.877841
-0.0958436,-0.868105
-0.0965521,-0.88023
-0.0972232,-0.870303
-0.0979018,-0.876801
-0.098573,-0.877893
-0.0992739,-0.875369
-0.0999302,-0.879012
-0.100639,-0.879235
-0.101243,-0.875943
-0.101914,-0.88261
-0.102518,-0.872407
-0.103219,-0.884533
-0.103882,-0.87793
-0.104583,-0.883766
-0.105195,-0.882257
-0.105859,-0.876622
-0.106522,-0.883496
-0.107171,-0.88208
-0.107835,-0.8788
-0.108506,-0.884487
-0.109207,-0.877071
-0.109848,-0.887885
-0.110512,-0.879781
-0.111213,-0.88638
-0.111809,-0.884431
-0.112533,-0.88094
-0.113174,-0.886655
-0.113905,-0.884577
-0.114546,-0.8839
-0.11524,-0.891576
-0.115881,-0.881016
-0.116567,-0.893829
-0.117246,-0.885991
-0.117872,-0.894275
-0.118521,-0.890868
-0.119132,-0.885367
-0.119819,-0.895035
-0.120512,-0.889543
-0.121138,-0.891686
-0.121825,-0.894154
-0.122436,-0.883435
-0.123092,-0.897824
-0.123793,-0.889283
-0.124449,-0.897797
-0.125128,-0.895237
-0.125792,-0.892194
-0.126441,-0.896379
-0.127089,-0.892854
-0.127723,-0.899151
-0.128417,-0.90328
-0.129073,-0.894096
-0.129714,-0.906143
-0.130408,-0.895776
-0.131094,-0.904632
-0.131765,-0.902708
-0.132458,-0.899757
-0.133048,-0.906626
-0.133749,-0.900969
-0.134405,-0.905464
-0.135098,-0.905763
-0.13574,-0.899708
-0.136388,-0.912845
-0.13706,-0.903214
-0.137708,-0.9114
-0.138402,-0.909487
-0.138991,-0.905753
-0.139692,-0.912825
-0.140393,-0.909379
-0.141034,-0.912171
-0.141705,-0.91456
-0.142399,-0.910861
-0.143063,-0.919174
-0.143749,-0.907051
-0.14439,-0.919385
-0.145076,-0.915306
-0.145702,-0.912573
-0.146396,-0.919927
-0.14706,-0.915343
-0.147694,-0.922569
-0.148312,-0.919339
-0.148976,-0.917153
-0.149685,-0.926857
-0.150401,-0.916483
-0.151049,-0.927915
-0.151735,-0.923244
-0.152384,-0.926756
-0.153048,-0.930205
-0.153749,-0.922935
-0.154353,-0.930167
-0.155009,-0.929448
-0.15565,-0.926968
-0.156344,-0.933459
-0.156955,-0.92578
-0.157619,-0.936572
-0.158298,-0.930183
-0.158991,-0.932976
-0.159633,-0.936652
-0.160281,-0.930237
-0.16099,-0.939667
-0.161601,-0.934871
-0.16225,-0.9339
-0.162958,-0.943786
-0.163548,-0.934606
-0.164249,-0.945839
-0.164957,-0.93927
-0.165636,-0.945427
-0.166277,-0.948356
-0.166955,-0.940929
-0.167597,-0.949401
-0.168298,-0.946381
-0.168932,-0.946801
-0.169603,-0.953447
-0.170334,-0.944554
-0.170893,-0.937973
-0.171519,-0.928064
-0.172131,-0.934818
-0.172847,-0.945886
-0.173495,-0.938713
-0.174152,-0.954323
-0.174808,-0.94755
-0.175457,-0.953827
-0.176158,-0.957669
-0.176806,-0.950485
-0.177507,-0.962744
-0.178119,-0.958004
-0.178857,-0.959965
-0.179498,-0.964615
-0.180147,-0.95826
-0.180796,-0.967991
-0.18146,-0.962151
-0.182131,-0.969319
-0.182817,-0.970854
-0.18351,-0.963929
-0.184122,-0.973623
-0.184748,-0.967858
-0.185427,-0.971443
-0.18612,-0.973739
-0.186754,-0.967636
-0.187455,-0.978039
-0.188119,-0.97084
-0.188798,-0.974948
-0.189499,-0.978297
-0.190147,-0.972024
-0.190811,-0.983286
-0.191423,-0.979288
-0.192056,-0.985357
-0.192787,-0.985338
-0.193399,-0.980213
-0.194047,-0.992057
-0.194734,-0.983968
-0.195412,-0.989188
-0.196113,-0.990562
-0.196784,-0.983797
-0.19747,-0.994514
-0.198119,-0.98848
-0.198753,-0.996003
-0.199417,-0.994117
-0.200051,-0.990023
-0.200714,-0.998982
-0.201378,-0.994281
-0.202019,-1.00241
-0.202713,-1.00157
-0.203362,-1.00013
-0.204077,-1.00925
-0.204764,-0.998959
-0.205435,-1.00497
-0.206076,-1.00382
-0.206702,-1.00085
-0.207403,-1.01086
-0.20803,-1.00253
-0.208716,-1.0107
-0.209394,-1.00906
-0.209998,-1.0049
-0.210692,-1.0159
-0.211303,-1.00894
-0.212012,-1.01738
-0.212691,-1.0154
-0.213324,-1.01392
-0.21407,-1.02271
-0.214652,-1.01224
-0.215345,-1.0206
-0.215994,-1.01839
-0.21668,-1.01808
-0.217307,-1.02825
-0.218015,-1.02236
-0.218649,-1.03027
-0.219312,-1.02707
-0.219991,-1.02805
-0.220617,-1.03464
-0.221274,-1.02425
-0.22199,-1.03598
-0.222646,-1.03372
-0.223272,-1.0342
-0.223958,-1.04225
-0.224615,-1.03392
-0.225286,-1.04327
-0.225957,-1.0419
-0.226606,-1.04225
-0.227269,-1.0505
-0.22794,-1.04281
-0.228582,-1.05341
-0.229245,-1.05016
-0.229902,-1.05159
-0.230573,-1.05842
-0.231251,-1.05306
-0.231915,-1.06216
-0.232631,-1.06003
-0.23328,-1.06046
-0.233936,-1.06883
-0.234577,-1.06037
-0.235271,-1.07173
-0.235897,-1.06538
-0.236546,-1.07149
-0.237202,-1.07771
-0.237829,-1.07104
-0.238545,-1.08241
-0.239216,-1.08294
-0.239835,-1.08458
-0.240573,-1.09239
-0.241192,-1.08517
-0.241856,-1.09636
-0.242534,-1.09431
-0.243153,-1.09869
-0.243839,-1.10565
-0.244503,-1.10169
-0.245167,-1.11196
-0.245853,-1.10911
-0.246487,-1.11298
-0.247217,-1.12115
-0.247784,-1.11709
-0.248463,-1.13078
-0.249186,-1.12413
-0.24979,-1.13378
-0.250469,-1.13739
-0.251162,-1.13455
-0.251848,-1.14855
-0.252475,-1.1447
-0.253094,-1.15151
-0.25381,-1.15852
-0.254458,-1.15407
-0.255085,-1.17003
-0.255816,-1.16635
-0.256472,-1.17757
-0.257173,-1.1828
-0.257777,-1.18154
-0.258455,-1.19338
-0.259141,-1.1878
-0.259708,-1.19554
-0.260424,-1.20386
-0.26105,-1.20132
-0.261737,-1.21579
-0.262423,-1.21137
-0.263094,-1.2257
-0.26378,-1.22785
-0.264391,-1.22892
-0.26507,-1.24064
-0.265719,-1.23942
-0.266367,-1.24859
-0.267061,-1.25513
-0.267725,-1.25461
-0.268418,-1.26851
-0.269097,-1.26303
-0.269731,-1.27489
-0.270402,-1.27859
-0.271058,-1.27928
-0.271729,-1.29285
-0.272348,-1.29176
-0.272952,-1.30199
-0.273623,-1.30346
-0.274294,-1.30433
-0.274951,-1.3207
-0.275644,-1.31657
-0.276338,-1.3318
-0.277024,-1.3325
-0.277665,-1.33509
-0.278336,-1.34867
-0.278978,-1.34504
-0.279604,-1.35465
-0.280312,-1.35913
-0.280931,-1.35805
-0.281603,-1.3716
-0.282341,-1.36842
-0.282915,-1.38017
-0.283601,-1.37856
-0.284242,-1.38195
-0.284973,-1.393
-0.285667,-1.38753
-0.286256,-1.39952
-0.286964,-1.39918
-0.28762,-1.40069
-0.288314,-1.41102
-0.288933,-1.40407
-0.28953,-1.41431
-0.290253,-1.41353
-0.290894,-1.41769
-0.291476,-1.42592
-0.292207,-1.42289
-0.292885,-1.43074
-0.293586,-1.42831
-0.294228,-1.42795
-0.294884,-1.43768
-0.295607,-1.43188
-0.296234,-1.44348
-0.29689,-1.4424
-0.297509,-1.43975
-0.29818,-1.44679
-0.298888,-1.43564
-0.299522,-1.4418
-0.300141,-1.43937
-0.30085,-1.44067
-0.301558,-1.44524
-0.302169,-1.43811
-0.302893,-1.44558
-0.303504,-1.43781
-0.30419,-1.43999
-0.304884,-1.43967
-0.305495,-1.43284
-0.306137,-1.4395
-0.306763,-1.432
-0.307457,-1.43255
-0.308195,-1.43515
-0.308836,-1.42522
-0.309492,-1.4327
-0.310149,-1.42203
-0.310768,-1.42525
-0.311506,-1.42549
-0.31217,-1.41378
-0.312803,-1.42458
-0.313475,-1.41278
-0.314071,-1.4143
-0.314735,-1.41199
-0.315428,-1.40052
-0.316077,-1.40791
-0.316733,-1.39615
-0.317367,-1.396
-0.318038,-1.39761
-0.318695,-1.38607
-0.319336,-1.39235
-0.320052,-1.38257
-0.320708,-1.38331
-0.321409,-1.38225
-0.322058,-1.37017
-0.322684,-1.38031
-0.32337,-1.36974
-0.324019,-1.37079
-0.324675,-1.36565
-0.325317,-1.35637
-0.325995,-1.36257
-0.326704,-1.35295
-0.327367,-1.35501
-0.327994,-1.35139
-0.328635,-1.34284
-0.329336,-1.35205
-0.329985,-1.34055
-0.330641,-1.34314
-0.331335,-1.34179
-0.331976,-1.33312
-0.332625,-1.34153
-0.333326,-1.32968
-0.333967,-1.3321
-0.334601,-1.32969
-0.33522,-1.31966
-0.335958,-1.3292
-0.336622,-1.31773
-0.337285,-1.32052
-0.337986,-1.31886
-0.33868,-1.31144
-0.339314,-1.31966
-0.339948,-1.3098
-0.340574,-1.29699
-0.341193,-1.28903
-0.341842,-1.29284
-0.342535,-1.30291
-0.343214,-1.2952
-0.343848,-1.30369
